blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,postal
1,BEACH RD,16,1970,Y,Y,N,N,N,N,KWN,142,0,1,138,1,2,0,0,0,0,0,0,0,1.29791640665876,103.857652424567,NIL
1,BEDOK STH AVE 1,14,1975,Y,N,N,Y,N,N,BD,206,0,0,204,0,2,0,0,0,0,0,0,0,1.3164562069246,103.933207061975,NIL
1,CANTONMENT RD,2,2010,N,Y,N,N,N,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27662168427368,103.841156142262,085501
1,CHAI CHEE RD,15,1982,Y,N,N,N,N,N,BD,102,0,0,0,10,92,0,0,0,0,0,0,0,1.32544997410018,103.923228051521,NIL
1,CHANGI VILLAGE RD,4,1975,Y,Y,N,N,N,N,PRC,55,0,0,54,0,1,0,0,0,0,0,0,0,1.38843226604293,103.987295796543,NIL
1,DELTA AVE,25,1982,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0,1.29204691879665,103.827035802709,NIL
1,DOVER RD,12,1975,Y,N,N,Y,N,N,QT,125,0,0,118,0,7,0,0,0,0,0,0,0,1.30310745250233,103.78290080298,130002
1,EUNOS CRES,14,1977,Y,N,N,Y,N,N,GL,247,0,0,0,0,0,0,0,0,0,247,0,0,1.32180029262903,103.904424351182,400011
1,EVERTON PK,12,1965,Y,Y,N,N,N,N,BM,95,0,0,62,0,33,0,0,0,0,0,0,0,1.27742654288695,103.840001188095,081001
1,GEYLANG SERAI,2,2009,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32180029262903,103.904424351182,400011
1,GHIM MOH RD,15,1975,Y,N,N,Y,N,N,QT,220,0,0,216,0,4,0,0,0,0,0,0,0,1.31173606846921,103.787313002276,NIL
1,HAIG RD,15,1976,Y,N,N,Y,N,N,GL,219,0,0,213,0,5,0,0,0,0,0,1,0,1.31514204972284,103.895609544204,430013
1,HOLLAND CL,13,1973,Y,N,N,Y,N,N,QT,319,0,0,0,0,0,0,0,0,319,0,0,0,1.30764996826798,103.795584896097,NIL
1,HOUGANG AVE 3,14,1974,Y,N,N,Y,N,N,HG,204,0,0,200,0,4,0,0,0,0,0,0,0,1.35240983570812,103.886491573358,530125
1,JLN KUKOH,17,1969,Y,N,Y,Y,N,N,CT,84,0,0,0,0,0,0,0,0,0,56,14,14,1.2882310152805,103.839934168065,161001
1,JLN BT MERAH,14,1974,Y,Y,N,N,N,N,BM,244,0,0,243,0,0,0,0,0,0,0,1,0,1.28000480135122,103.82601329621,160112
1,JOO CHIAT RD,5,1984,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30988280629988,103.902049825019,NIL
1,KEMPAS RD,1,2025,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31526498189222,103.859699572452,NIL
1,KG KAYU RD,10,1963,Y,N,N,N,N,N,KWN,107,0,0,106,1,0,0,0,0,0,0,0,0,1.30355769675629,103.883796413118,431001
1,LOR 7 TOA PAYOH,11,1968,Y,N,N,N,N,N,TP,196,0,0,194,0,2,0,0,0,0,0,0,0,1.3374047176853,103.856374192398,NIL
1,LOR LEW LIAN,14,1977,Y,N,N,Y,N,N,SGN,179,0,0,174,0,3,0,0,0,0,0,2,0,1.34999134006105,103.877215935613,NIL
1,MARINE TER,25,1974,Y,Y,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,1.30437184984083,103.914041662117,440016
1,MARSILING DR,11,1973,Y,N,N,Y,N,N,WL,159,0,0,158,0,1,0,0,0,0,0,0,0,1.44235164045446,103.774943528093,NIL
1,MAUDE RD,14,1970,Y,Y,N,Y,N,N,KWN,176,0,0,0,0,0,0,0,0,0,176,0,0,1.30802229601766,103.858308553507,NIL
1,PINE CL,19,1998,Y,N,N,N,N,N,GL,156,0,0,0,100,56,0,0,0,0,0,0,0,1.30894980492361,103.88275844673,NIL
1,PUNGGOL DR,6,2022,N,N,N,Y,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38813306745378,103.902176145817,541124
1,QUEEN'S RD,23,1974,Y,N,N,N,N,N,BT,88,0,0,0,0,88,0,0,0,0,0,0,0,1.32023154641155,103.808969998206,NIL
1,ST. GEORGE'S RD,12,1975,Y,N,N,Y,N,N,KWN,154,0,0,0,154,0,0,0,0,0,0,0,0,1.32340263694069,103.86163080083,320001
1,TAMPINES WALK,7,2016,N,N,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35482690265656,103.939017925559,NIL
1,TECK WHYE AVE,13,1983,Y,N,N,N,N,N,CCK,118,0,0,68,48,0,2,0,0,0,0,0,0,1.38047054647235,103.755211077169,680010
1,TELOK BLANGAH CRES,16,1973,Y,Y,N,N,N,N,BM,148,0,0,146,0,2,0,0,0,0,0,0,0,1.27736813225761,103.818651524334,090011
1,TG PAGAR PLAZA,24,1976,Y,Y,N,Y,N,N,CT,163,0,0,158,0,5,0,0,0,0,0,0,0,1.27695445353467,103.843153928899,081007
1,THOMSON RD,4,1977,Y,Y,N,N,N,N,KWN,8,0,0,0,0,0,0,0,0,0,0,8,0,1.32862230231263,103.837652705219,298333
1,TOH YI DR,13,1987,Y,N,N,Y,N,N,BT,132,0,0,0,72,60,0,0,0,0,0,0,0,1.33831638203504,103.771651607123,NIL
1,UPP ALJUNIED LANE,1,2003,N,Y,Y,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33449879573587,103.879710225268,NIL
1,WOODLANDS IND PK E3,2,1994,N,N,N,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45320486013765,103.796598742439,757840
1A,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27631281766193,103.840785520685,NIL
1A,EUNOS CRES,2,1981,Y,Y,N,N,N,N,GL,2,0,0,0,0,0,0,0,0,0,0,2,0,1.32152520135487,103.903634247689,NIL
1A,EVERTON PK,1,2000,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27742654288695,103.840001188095,081001
1A,KEMPAS RD,30,2025,Y,N,N,N,N,N,KWN,135,0,81,27,27,0,0,0,0,0,0,0,0,1.31526498189222,103.859699572452,NIL
1A,TELOK BLANGAH CRES,1,2005,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27736813225761,103.818651524334,090011
1A,TELOK PAKU RD,5,2015,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38897319383149,103.989832570649,NIL
1A,THOMSON RD,1,1980,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31505783722664,103.844561555363,307584
1A,TOH YI DR,4,1988,N,N,N,N,Y,N,BT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33831638203504,103.771651607123,NIL
1B,CANTONMENT RD,50,2009,Y,N,N,N,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27631281766193,103.840785520685,NIL
1B,KEMPAS RD,37,2025,Y,N,N,N,N,N,KWN,162,0,0,28,134,0,0,0,0,0,0,0,0,1.31526498189222,103.859699572452,NIL
1C,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27631281766193,103.840785520685,NIL
1C,KEMPAS RD,1,2025,N,N,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31526498189222,103.859699572452,NIL
1D,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27631281766193,103.840785520685,NIL
1E,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27662168427368,103.841156142262,085501
1F,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27631281766193,103.840785520685,NIL
1G,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27631281766193,103.840785520685,NIL
10,BENDEMEER RD,7,2016,N,N,N,N,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32066350800376,103.865270471744,NIL
10,CANTONMENT CL,5,2000,N,N,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27504499811273,103.840348414719,NIL
10,CHAI CHEE RD,15,1999,Y,Y,N,N,N,N,BD,84,0,0,0,56,28,0,0,0,0,0,0,0,1.32544997410018,103.923228051521,NIL
10,DAKOTA CRES,7,1958,Y,N,N,Y,N,N,GL,53,0,0,0,0,0,0,0,0,0,0,53,0,1.30687556036593,103.887600684635,NIL
10,EUNOS CRES,16,1977,Y,N,N,Y,N,N,GL,180,0,0,0,180,0,0,0,0,0,0,0,0,1.32152520135487,103.903634247689,NIL
10,GLOUCESTER RD,14,1976,Y,N,N,Y,N,N,KWN,207,0,0,180,26,1,0,0,0,0,0,0,0,1.31391659570533,103.852209774907,210010
10,HAIG RD,13,1976,Y,Y,N,N,N,N,GL,133,0,0,132,0,0,0,0,0,0,0,1,0,1.30944939175024,103.897746714795,NIL
10,HOLLAND AVE,14,1973,Y,N,N,N,N,N,QT,101,0,0,0,101,0,0,0,0,0,0,0,0,1.30911430690669,103.795140758955,NIL
10,JLN KUKOH,12,1970,Y,Y,N,Y,N,N,CT,92,0,72,16,4,0,0,0,0,0,0,0,0,1.2882310152805,103.839934168065,161001
10,JLN RUMAH TINGGI,4,1986,Y,N,N,N,N,N,BM,28,0,0,20,8,0,0,0,0,0,0,0,0,1.28788347283405,103.809426018793,NIL
10,JLN BATU,12,1966,Y,N,N,Y,N,N,KWN,132,0,0,0,8,96,28,0,0,0,0,0,0,1.30247303860472,103.88269904308,NIL
10,JLN BT HO SWEE,10,1962,Y,N,N,N,N,N,BM,120,0,50,0,0,0,0,0,0,0,70,0,0,1.28735319423286,103.829642132442,NIL
10,JOO SENG RD,20,1982,Y,N,N,N,N,N,TP,76,0,0,0,0,76,0,0,0,0,0,0,0,1.33635709159867,103.881918499127,NIL
10,LOR 7 TOA PAYOH,25,1997,Y,N,N,N,N,N,TP,96,0,0,0,68,28,0,0,0,0,0,0,0,1.3374047176853,103.856374192398,NIL
10,MARSILING DR,22,1975,Y,Y,N,N,N,N,WL,84,0,0,0,0,84,0,0,0,0,0,0,0,1.44235164045446,103.774943528093,NIL
10,NTH BRIDGE RD,16,1973,Y,Y,N,N,N,N,KWN,224,0,0,0,0,0,0,0,0,224,0,0,0,1.30369913052835,103.859625930086,198739
10,PINE CL,13,1981,Y,N,N,N,N,N,GL,120,0,0,72,48,0,0,0,0,0,0,0,0,1.30894980492361,103.88275844673,NIL
10,SELEGIE RD,10,1963,Y,Y,N,N,N,N,CT,48,0,0,48,0,0,0,0,0,0,0,0,0,1.30217805156799,103.850049781942,NIL
10,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,12,0,0,0,12,0,0,0,0,0,0,0,0,1.32340263694069,103.86163080083,320001
10,TECK WHYE AVE,12,1977,Y,N,N,Y,N,N,CCK,153,0,0,130,22,0,1,0,0,0,0,0,0,1.38047054647235,103.755211077169,680010
10,TELOK BLANGAH CRES,10,1974,Y,Y,N,N,N,N,BM,66,0,0,65,0,1,0,0,0,0,0,0,0,1.27736813225761,103.818651524334,090011
10,TOH YI DR,7,1988,Y,N,N,N,N,N,BT,36,0,0,0,0,0,36,0,0,0,0,0,0,1.33831638203504,103.771651607123,NIL
10,WOODLANDS AVE 8,4,2000,N,N,N,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45341492856444,103.801514864156,NIL
10A,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,220,0,0,71,149,0,0,0,0,0,0,0,0,1.32066350800376,103.865270471744,NIL
118,ALKAFF CRES,1,2019,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33610325672825,103.873720656138,NIL
10A,BEDOK STH AVE 2,5,1992,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32238689442477,103.937406737315,NIL
10A,BOON TIONG RD,40,2014,Y,N,N,Y,N,N,BM,228,0,0,76,152,0,0,0,0,0,0,0,0,1.28645363808819,103.831309071763,NIL
10A,CHAI CHEE RD,1,1999,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32544997410018,103.923228051521,NIL
10A,HOLLAND DR,6,1997,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30982653841948,103.792863045723,NIL
10A,JLN KUKOH,1,1999,N,N,N,N,N,Y,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2882310152805,103.839934168065,161001
10A,LOR 7 TOA PAYOH,5,1997,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3374047176853,103.856374192398,NIL
10B,BEDOK STH AVE 2,20,1994,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0,1.32238689442477,103.937406737315,NIL
10B,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,184,0,0,70,114,0,0,0,0,0,0,0,0,1.32066350800376,103.865270471744,NIL
10B,BOON TIONG RD,30,2014,Y,N,N,Y,N,N,BM,160,0,15,28,84,0,0,0,33,0,0,0,0,1.28645363808819,103.831309071763,NIL
10B,LOR 7 TOA PAYOH,25,1997,Y,N,N,N,N,N,TP,96,0,0,0,68,28,0,0,0,0,0,0,0,1.3374047176853,103.856374192398,NIL
10C,BEDOK STH AVE 2,2,1994,Y,N,N,Y,N,N,BD,2,0,0,0,0,0,2,0,0,0,0,0,0,1.32238689442477,103.937406737315,NIL
10C,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,220,0,0,71,149,0,0,0,0,0,0,0,0,1.32066350800376,103.865270471744,NIL
10C,LOR 7 TOA PAYOH,1,1997,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3374047176853,103.856374192398,NIL
10D,BEDOK STH AVE 2,23,1994,Y,N,N,N,N,N,BD,84,0,0,0,0,0,84,0,0,0,0,0,0,1.32238689442477,103.937406737315,NIL
10E,BEDOK STH AVE 2,21,1992,Y,N,N,N,N,N,BD,81,0,0,0,0,0,81,0,0,0,0,0,0,1.32238689442477,103.937406737315,NIL
10F,BEDOK STH AVE 2,24,1992,Y,N,N,N,N,N,BD,67,0,0,0,0,0,67,0,0,0,0,0,0,1.32238689442477,103.937406737315,NIL
100,ALJUNIED CRES,12,1977,Y,N,N,Y,N,N,GL,198,0,0,0,0,0,0,0,0,198,0,0,0,1.31966716524693,103.885716091348,NIL
100,BEDOK NTH AVE 4,14,1978,Y,N,N,N,N,N,BD,206,0,0,178,26,1,1,0,0,0,0,0,0,1.33502410235851,103.943523990253,NIL
100,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,75,0,9,61,5,0,0,0,0,0,0,0,0,1.30690013206335,103.800367271218,149644
100,LOR 1 TOA PAYOH,16,1968,Y,N,N,N,N,N,TP,192,0,0,192,0,0,0,0,0,0,0,0,0,1.33698816679954,103.843534461049,NIL
100,WHAMPOA DR,25,1973,Y,N,N,N,N,N,KWN,96,0,0,0,96,0,0,0,0,0,0,0,0,1.32341788731585,103.856381585853,NIL
101,AH HOOD RD,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0,1.32771861428245,103.846855352744,NIL
101,ALJUNIED CRES,12,1977,Y,Y,N,N,N,N,GL,152,0,0,126,22,1,1,0,0,0,0,2,0,1.31966716524693,103.885716091348,NIL
101,ANG MO KIO AVE 3,12,1977,Y,N,N,N,N,N,AMK,88,0,0,0,12,76,0,0,0,0,0,0,0,1.36930582535665,103.856036447479,NIL
101,BEDOK RESERVOIR RD,12,1985,Y,N,N,N,N,N,BD,110,0,0,0,16,94,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
101,BEDOK NTH AVE 4,13,1977,Y,N,N,Y,N,N,BD,168,0,35,0,0,0,0,0,0,0,133,0,0,1.33502410235851,103.943523990253,NIL
101,BIDADARI PK DR,2,2019,N,N,N,Y,Y,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33515957506791,103.870853419845,340103
101,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,1.34536125582348,103.850882105439,NIL
101,BT BATOK WEST AVE 6,13,1984,Y,N,N,N,N,N,BB,96,0,0,2,46,48,0,0,0,0,0,0,0,1.35346045250941,103.743092625734,NIL
101,BT PURMEI RD,11,1982,Y,N,N,N,N,N,BM,140,0,0,89,50,0,0,0,0,0,0,1,0,1.2727409558828,103.825268944657,NIL
101,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,76,0,10,62,4,0,0,0,0,0,0,0,0,1.30690013206335,103.800367271218,149644
101,CANBERRA ST,1,2019,N,N,N,Y,N,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44834103358466,103.832367430753,NIL
101,CLEMENTI ST 14,15,1984,Y,N,N,N,N,N,CL,112,0,0,0,18,94,0,0,0,0,0,0,0,1.32298413648348,103.768656912926,NIL
101,GANGSA RD,13,1986,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37799957789118,103.766343558833,NIL
101,HENDERSON CRES,12,1967,Y,N,N,N,N,N,BM,96,0,0,0,96,0,0,0,0,0,0,0,0,1.28922471029103,103.822371947249,NIL
101,HOUGANG AVE 1,9,1983,Y,N,N,Y,N,N,HG,108,0,0,0,108,0,0,0,0,0,0,0,0,1.35664284566921,103.889828868222,NIL
101,JLN RAJAH,17,1980,Y,N,N,Y,N,N,KWN,128,0,0,0,128,0,0,0,0,0,0,0,0,1.32789367308777,103.851460023458,NIL
101,JURONG EAST ST 13,16,1982,Y,N,N,Y,N,N,JE,238,0,0,196,40,2,0,0,0,0,0,0,0,1.33692415899343,103.737283686826,NIL
101,LENGKONG TIGA,4,1988,Y,N,N,N,N,N,BD,10,0,0,0,0,0,10,0,0,0,0,0,0,1.32536393973165,103.911164958013,NIL
101,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,0,0,96,0,0,0,0,0,0,1.36658864630209,103.958755611482,NIL
101,POTONG PASIR AVE 1,16,1984,Y,N,N,N,N,N,TP,120,0,0,120,0,0,0,0,0,0,0,0,0,1.33483139184342,103.867055478907,NIL
101,PUNGGOL FIELD,4,2001,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39897248180902,103.90637101337,NIL
101,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,131,0,0,0,56,75,0,0,0,0,0,0,0,1.38348607911129,103.900782439996,NIL
101,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,144,0,0,0,144,0,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
101,SIMEI ST 1,11,1988,Y,N,N,Y,N,N,TAP,140,0,0,0,88,52,0,0,0,0,0,0,0,1.34529676014199,103.954074790868,NIL
101,SPOTTISWOODE PK RD,20,1973,Y,N,N,N,N,N,BM,76,0,0,0,76,0,0,0,0,0,0,0,0,1.27394215855234,103.835659267953,080108
101,TAMPINES ST 11,11,1981,Y,N,N,Y,N,N,TAP,120,0,0,80,40,0,0,0,0,0,0,0,0,1.34555055834616,103.947035311906,NIL
101,TECK WHYE LANE,13,1988,Y,N,N,N,N,N,CCK,66,0,0,0,0,0,66,0,0,0,0,0,0,1.37967876455409,103.752429704009,NIL
101,TOWNER RD,4,1982,Y,Y,N,N,N,N,KWN,44,0,0,44,0,0,0,0,0,0,0,0,0,1.31994379159259,103.858608205431,NIL
101,WHAMPOA DR,25,1973,Y,Y,N,N,N,N,KWN,96,0,0,0,96,0,0,0,0,0,0,0,0,1.32341788731585,103.856381585853,NIL
101,WOODLANDS ST 13,10,1984,Y,N,N,Y,N,N,WL,146,0,0,89,55,2,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
101,YISHUN AVE 5,4,1977,Y,Y,N,N,N,N,YS,107,0,0,94,12,1,0,0,0,0,0,0,0,1.43043900134734,103.831068888911,NIL
101A,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,295,0,86,91,118,0,0,0,0,0,0,0,0,1.33515957506791,103.870853419845,340103
101A,CANBERRA ST,15,2019,Y,N,N,N,N,N,SB,164,0,0,0,84,80,0,0,0,0,0,0,0,1.44834103358466,103.832367430753,NIL
101A,LOR 2 TOA PAYOH,17,1992,Y,N,N,N,N,N,TP,64,0,0,0,0,0,64,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
101A,PUNGGOL FIELD,16,2001,Y,N,N,N,N,N,PG,82,0,0,0,26,56,0,0,0,0,0,0,0,1.39897248180902,103.90637101337,NIL
101A,YISHUN AVE 5,1,1984,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43043900134734,103.831068888911,NIL
101B,CANBERRA ST,16,2019,Y,N,N,Y,N,N,SB,240,0,150,30,60,0,0,0,0,0,0,0,0,1.44834103358466,103.832367430753,NIL
101B,LOR 2 TOA PAYOH,13,1992,Y,N,N,N,N,N,TP,48,0,0,0,0,0,48,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
101B,PUNGGOL FIELD,17,2001,Y,N,N,Y,N,N,PG,92,0,0,0,0,92,0,0,0,0,0,0,0,1.39897248180902,103.90637101337,NIL
101B,YISHUN AVE 5,1,1984,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43043900134734,103.831068888911,NIL
101C,LOR 2 TOA PAYOH,4,1992,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
101C,PUNGGOL FIELD,17,2001,Y,Y,N,Y,N,N,PG,86,0,0,0,0,86,0,0,0,0,0,0,0,1.39897248180902,103.90637101337,NIL
101C,YISHUN AVE 5,1,1984,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43043900134734,103.831068888911,NIL
101D,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,1.39897248180902,103.90637101337,NIL
102,ALJUNIED CRES,12,1977,Y,N,N,Y,N,N,GL,150,0,0,124,22,3,1,0,0,0,0,0,0,1.31966716524693,103.885716091348,NIL
102,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,88,0,0,0,66,22,0,0,0,0,0,0,0,1.36930582535665,103.856036447479,NIL
102,BEDOK NTH AVE 4,14,1976,Y,N,N,N,N,N,BD,149,0,0,116,26,2,5,0,0,0,0,0,0,1.33502410235851,103.943523990253,NIL
102,BEDOK RESERVOIR RD,4,1985,Y,N,N,N,N,N,BD,24,0,0,16,8,0,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
102,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,1.34536125582348,103.850882105439,NIL
102,BT BATOK WEST AVE 6,13,1984,Y,N,N,Y,N,N,BB,96,0,0,2,46,48,0,0,0,0,0,0,0,1.35346045250941,103.743092625734,NIL
102,BT PURMEI RD,10,1983,Y,N,N,Y,N,N,BM,147,0,0,93,54,0,0,0,0,0,0,0,0,1.2727409558828,103.825268944657,NIL
102,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,95,0,10,80,5,0,0,0,0,0,0,0,0,1.30690013206335,103.800367271218,149644
102,CANBERRA ST,6,2019,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44834103358466,103.832367430753,NIL
102,CLEMENTI ST 14,4,1984,Y,N,N,N,N,N,CL,8,0,0,0,0,0,8,0,0,0,0,0,0,1.32298413648348,103.768656912926,NIL
102,DEPOT RD,1,2017,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27946304467549,103.816177229866,109679
102,GANGSA RD,10,1986,Y,N,N,N,N,N,BP,90,0,0,54,36,0,0,0,0,0,0,0,0,1.37799957789118,103.766343558833,NIL
102,HENDERSON CRES,14,1967,Y,N,N,N,N,N,BM,140,0,0,0,140,0,0,0,0,0,0,0,0,1.28922471029103,103.822371947249,NIL
102,HOUGANG AVE 1,13,1983,Y,Y,N,N,N,N,HG,90,0,0,19,71,0,0,0,0,0,0,0,0,1.35664284566921,103.889828868222,NIL
102,JLN RAJAH,12,1980,Y,Y,N,N,N,N,KWN,198,0,0,0,198,0,0,0,0,0,0,0,0,1.32789367308777,103.851460023458,NIL
102,JLN DUSUN,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0,1.32777214396075,103.843902123408,NIL
102,JURONG EAST ST 13,12,1981,Y,N,N,N,N,N,JE,196,0,0,172,22,2,0,0,0,0,0,0,0,1.33692415899343,103.737283686826,NIL
102,LENGKONG TIGA,14,1988,Y,N,N,Y,N,N,BD,73,0,0,0,22,51,0,0,0,0,0,0,0,1.32536393973165,103.911164958013,NIL
102,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0,1.36658864630209,103.958755611482,NIL
102,POTONG PASIR AVE 1,16,1983,Y,Y,N,Y,N,N,TP,167,0,0,144,20,0,3,0,0,0,0,0,0,1.33483139184342,103.867055478907,NIL
102,PUNGGOL FIELD,1,2001,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39897248180902,103.90637101337,NIL
102,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,129,0,0,0,0,0,129,0,0,0,0,0,0,1.38348607911129,103.900782439996,NIL
102,SERANGOON NTH AVE 1,4,1984,Y,N,N,N,N,N,SGN,24,0,0,16,8,0,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
102,SIMEI ST 1,11,1988,Y,N,N,Y,N,N,TAP,100,0,0,0,64,36,0,0,0,0,0,0,0,1.34529676014199,103.954074790868,NIL
102,SPOTTISWOODE PK RD,20,1973,Y,Y,N,N,N,N,BM,76,0,0,0,76,0,0,0,0,0,0,0,0,1.27394215855234,103.835659267953,080108
102,TAMPINES ST 11,11,1982,Y,N,N,N,N,N,TAP,140,0,0,90,50,0,0,0,0,0,0,0,0,1.34555055834616,103.947035311906,NIL
102,TECK WHYE LANE,9,1988,Y,N,N,N,N,N,CCK,64,0,0,0,36,28,0,0,0,0,0,0,0,1.37967876455409,103.752429704009,NIL
102,TOWNER RD,4,1983,Y,Y,N,N,N,N,KWN,36,0,0,36,0,0,0,0,0,0,0,0,0,1.31994379159259,103.858608205431,NIL
102,WOODLANDS ST 13,12,1984,Y,N,N,Y,N,N,WL,110,0,0,65,45,0,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
102A,BIDADARI PK DR,16,2020,Y,N,N,N,N,Y,TP,205,0,66,0,139,0,0,0,0,0,0,0,0,1.33515957506791,103.870853419845,340103
102A,CANBERRA ST,17,2019,Y,N,N,N,N,N,SB,190,0,0,0,94,96,0,0,0,0,0,0,0,1.44834103358466,103.832367430753,NIL
